ID,Latitude,Longitude,Date/Hour,Type,Map,City,Reliability,Number comments,Number thumbs up
284371,47.141142,27.579694,01-08-2020 08:43,Minor,Iași,Iași,10,0,9
284490,47.132735,27.575559,01-08-2020 10:48,Major,Iași,Iași,6,0,1
286840,47.177886,27.486458,03-08-2020 08:53,Minor,Iași,Iași,10,0,45
286958,47.177845,27.48664,03-08-2020 11:01,Minor,Iași,Iași,10,0,13
287153,47.178331,27.4845,03-08-2020 14:50,Minor,Iași,,10,0,18
287226,47.160342,27.591399,03-08-2020 15:44,Minor,Iași,Iași,8,0,2
287227,47.131254,27.570704,03-08-2020 15:58,Minor,Iași,Iași,6,0,1
289437,47.175643,27.571452,05-08-2020 11:36,Minor,Iași,Iași,8,0,2
289438,47.17064,27.562396,05-08-2020 11:37,Major,Iași,Iași,8,0,4
289614,47.180991,27.472072,05-08-2020 14:50,Minor,Iași,,6,0,1
290676,47.151216,27.58867,06-08-2020 08:59,Minor,Iași,Iași,7,0,2
291024,47.149971,27.586323,06-08-2020 14:20,Major,Iași,Iași,9,0,3
291172,47.14722,27.592408,06-08-2020 16:43,Minor,Iași,Iași,7,0,2
291262,47.139911,27.663371,06-08-2020 17:42,Minor,Iași,Iași,6,0,1
292597,47.172251,27.530271,07-08-2020 15:41,Minor,Iași,Iași,10,0,7
296001,47.11241,27.516586,09-08-2020 19:12,Major,Iași,,10,2,11
297056,47.174708,27.542545,10-08-2020 11:39,Minor,Iași,,6,0,1
297565,47.165477,27.476106,10-08-2020 19:58,Major,Iași,,8,0,3
298091,47.177767,27.486985,11-08-2020 08:31,Minor,Iași,Iași,10,0,11
299432,47.1663,27.59787,12-08-2020 09:27,Minor,Iași,Iași,6,0,1
299724,47.137356,27.669946,12-08-2020 14:55,Major,Iași,Tomești,6,0,2
300071,47.153275,27.571028,12-08-2020 19:10,Minor,Iași,Iași,8,0,3
301037,47.146914,27.610787,13-08-2020 15:05,Minor,Iași,Iași,7,0,2
301104,47.159035,27.622267,13-08-2020 16:13,Major,Iași,Iași,10,1,6
301105,47.168191,27.57213,13-08-2020 16:29,Minor,Iași,Iași,6,0,1
302017,47.142323,27.580143,14-08-2020 10:43,Minor,Iași,Iași,8,0,3
302456,47.120613,27.565112,14-08-2020 16:38,Minor,Iași,Iași,6,0,0
302812,47.133161,27.571877,14-08-2020 21:51,Minor,Iași,Iași,6,0,0
304932,47.174362,27.598475,16-08-2020 13:39,Major,Iași,Iași,7,0,2
306050,47.164057,27.575342,17-08-2020 09:14,Major,Iași,Iași,6,0,0
306256,47.172272,27.534372,17-08-2020 12:54,Major,Iași,Iași,8,2,3
306327,47.180722,27.473446,17-08-2020 14:52,Major,Iași,,10,1,49
306408,47.175817,27.495846,17-08-2020 15:20,Minor,Iași,Iași,9,0,3
306409,47.178101,27.485509,17-08-2020 15:15,Major,Iași,,10,0,10
310100,47.182096,27.467491,20-08-2020 12:20,Major,Iași,,6,0,1
310380,47.170103,27.576003,20-08-2020 16:11,Minor,Iași,Iași,7,0,2
310481,47.124138,27.621529,20-08-2020 17:56,Minor,Iași,Iași,6,0,0
310934,47.165257,27.558578,21-08-2020 00:17,Minor,Iași,Iași,8,2,1
311406,47.141492,27.600132,21-08-2020 11:36,Major,Iași,Iași,8,0,6
313042,47.173609,27.508239,22-08-2020 15:45,Minor,Iași,Iași,8,0,3
313254,47.08522,27.553256,22-08-2020 18:45,Minor,Iași,Lunca Cetățuii,6,0,0
313386,47.182936,27.565419,22-08-2020 20:35,Major,Iași,Iași,8,0,4
314520,47.156291,27.583248,23-08-2020 18:51,Minor,Iași,Iași,6,0,0
315403,47.151291,27.588331,24-08-2020 11:11,Minor,Iași,Iași,7,0,1
315404,47.141986,27.513436,24-08-2020 11:24,Minor,Iași,Miroslava,6,0,1
316035,47.180509,27.474431,24-08-2020 21:41,Minor,Iași,,8,0,5
316345,47.143442,27.499327,25-08-2020 07:28,Major,Iași,,10,1,11
316652,47.145122,27.607065,25-08-2020 12:10,Minor,Iași,Iași,6,1,0
316694,47.150161,27.595646,25-08-2020 13:22,Minor,Iași,Iași,6,0,0
317290,47.165435,27.590561,25-08-2020 23:15,Minor,Iași,Iași,9,0,4
317637,47.172474,27.519892,26-08-2020 08:35,Minor,Iași,Iași,6,0,0
318300,47.143848,27.570916,26-08-2020 18:10,Minor,Iași,Iași,6,0,0
318373,47.151475,27.567458,26-08-2020 19:40,Major,Iași,Iași,6,1,0
320078,47.167447,27.568649,28-08-2020 07:00,Minor,Iași,Iași,10,0,7
322431,47.166386,27.570671,29-08-2020 22:22,Minor,Iași,Iași,6,0,0
324646,47.147309,27.583595,31-08-2020 17:20,Minor,Iași,Iași,6,0,0
