ID,Latitude,Longitude,Date/Hour,Type,Map,City,Reliability,Number comments,Number thumbs up
201238,47.145545,27.498117,01-06-2020 20:20,Minor,Iași,,7,1,1
201949,47.18243,27.565738,02-06-2020 12:42,Minor,Iași,Iași,6,0,1
202452,47.135417,27.609128,02-06-2020 19:10,Major,Iași,Iași,6,0,0
206147,47.150499,27.586785,05-06-2020 12:02,Minor,Iași,Iași,10,0,4
207827,47.173463,27.559467,06-06-2020 13:48,Major,Iași,Iași,7,0,2
213516,47.172346,27.566247,10-06-2020 17:18,Major,Iași,Iași,7,0,1
214168,47.172531,27.527331,11-06-2020 08:04,Minor,Iași,Iași,9,0,4
214473,47.148736,27.596838,11-06-2020 11:36,Minor,Iași,Iași,7,0,2
215888,47.133765,27.554344,12-06-2020 11:39,Minor,Iași,Valea Adâncă,6,0,0
218672,47.150655,27.590367,14-06-2020 11:11,Minor,Iași,Iași,6,0,0
219862,47.183625,27.460339,15-06-2020 10:00,Major,Iași,,10,2,22
220213,47.143278,27.607336,15-06-2020 15:24,Minor,Iași,Iași,8,0,2
221503,47.103335,27.55966,16-06-2020 15:16,Minor,Iași,Lunca Cetățuii,6,0,0
222300,47.140243,27.509667,17-06-2020 07:38,Minor,Iași,Miroslava,6,0,1
222962,47.160609,27.591103,17-06-2020 17:46,Minor,Iași,Iași,6,0,1
224167,47.146107,27.616476,18-06-2020 16:43,Minor,Iași,Iași,6,0,1
225101,47.137108,27.60764,19-06-2020 10:31,Minor,Iași,Iași,6,0,1
225177,47.139927,27.659868,19-06-2020 11:13,Minor,Iași,Iași,6,0,0
225285,47.172002,27.567186,19-06-2020 13:11,Minor,Iași,Iași,7,0,2
225592,47.139,27.501425,19-06-2020 17:35,Minor,Iași,,7,0,2
226427,47.161507,27.486224,20-06-2020 08:18,Minor,Iași,,8,0,3
227116,47.177158,27.489387,20-06-2020 18:34,Major,Iași,Iași,10,2,17
227453,47.108106,27.559602,21-06-2020 00:33,Major,Iași,Iași,6,0,0
229447,47.145841,27.549725,22-06-2020 14:51,Minor,Iași,,7,0,1
229448,47.18195,27.56616,22-06-2020 14:44,Minor,Iași,Iași,7,0,2
229616,47.150947,27.620928,22-06-2020 17:03,Minor,Iași,,9,2,6
230716,47.166486,27.59336,23-06-2020 13:25,Major,Iași,Iași,6,0,0
231724,47.173212,27.57331,24-06-2020 07:33,Minor,Iași,Iași,6,0,1
232421,47.161143,27.596015,24-06-2020 17:42,Minor,Iași,Iași,7,0,2
233847,47.150716,27.58986,25-06-2020 16:43,Major,Iași,Iași,8,0,4
235099,47.17358,27.573165,26-06-2020 14:46,Major,Iași,Iași,6,0,1
235301,47.153955,27.589238,26-06-2020 17:00,Major,Iași,Iași,8,0,3
236316,47.143007,27.601146,27-06-2020 10:36,Minor,Iași,Iași,6,0,1
236766,47.156332,27.590741,27-06-2020 17:40,Major,Iași,Iași,7,0,1
238246,47.182146,27.466968,28-06-2020 18:36,Minor,Iași,,10,1,30
238810,47.177351,27.488828,29-06-2020 06:56,Minor,Iași,Iași,6,0,0
239123,47.182098,27.467189,29-06-2020 10:13,Major,Iași,,10,3,17
239654,47.17221,27.534164,29-06-2020 18:52,Minor,Iași,Iași,6,0,1
240405,47.140369,27.601628,30-06-2020 10:57,Minor,Iași,Iași,6,0,1
240541,47.173312,27.553497,30-06-2020 12:21,Minor,Iași,Iași,9,0,3
240637,47.160696,27.573059,30-06-2020 15:01,Minor,Iași,Iași,6,0,1
240780,47.119314,27.564292,30-06-2020 16:39,Minor,Iași,Iași,6,0,1
