ID,Latitude,Longitude,Date/Hour,Type,Map,City,Reliability,Number comments,Number thumbs up
95096,45.721028,21.263889,10-03-2020 08:08,Major,Timișoara,Timișoara,10,0,4
95357,45.813995,21.279112,10-03-2020 12:19,Minor,Timișoara,,7,1,2
95850,45.745735,21.254855,10-03-2020 19:13,Major,Timișoara,Timișoara,7,0,1
99038,45.813802,21.269644,13-03-2020 14:34,Major,Timișoara,,8,2,4
99981,45.749513,21.220549,14-03-2020 15:18,Minor,Timișoara,Timișoara,6,0,1
100124,45.769109,21.230235,14-03-2020 19:18,Major,Timișoara,Timișoara,8,0,4
