ID,Latitude,Longitude,Date/Hour,Type,Map,City,Reliability,Number comments,Number thumbs up
61031,45.728543,21.237198,12-02-2020 08:17,Minor,Timișoara,Timișoara,10,0,5
61694,45.7712,21.231022,12-02-2020 18:38,Minor,Timișoara,Timișoara,6,0,1
62389,45.723394,21.296991,13-02-2020 08:32,Minor,Timișoara,Moșnița Nouă,7,0,3
62821,45.721146,21.199188,13-02-2020 15:38,Major,Timișoara,,10,0,12
62902,45.714175,21.193438,13-02-2020 16:20,Minor,Timișoara,Timișoara,7,0,1
63737,45.759313,21.237817,14-02-2020 07:31,Minor,Timișoara,Timișoara,8,0,2
63797,45.778056,21.210548,14-02-2020 08:40,Minor,Timișoara,Timișoara,6,1,0
64578,45.743492,21.242569,14-02-2020 20:22,Major,Timișoara,Timișoara,10,0,11
64579,45.766027,21.260644,14-02-2020 20:46,Minor,Timișoara,Timișoara,6,0,2
65559,45.773778,21.220453,15-02-2020 15:31,Minor,Timișoara,,6,0,1
66672,45.746673,21.240411,16-02-2020 14:58,Major,Timișoara,Timișoara,8,1,6
66731,45.724888,21.28867,16-02-2020 15:43,Major,Timișoara,Moșnița Nouă,10,3,18
