ID,Latitude,Longitude,Date/Hour,Type,Map,City,Reliability,Number comments,Number thumbs up
47403,44.891368,24.823075,01-02-2020 14:29,Minor,DN7 Pitești-Sibiu,Bascov,8,0,6
47404,45.046858,24.473547,01-02-2020 14:49,Major,DN7 Pitești-Sibiu,"Căzănești, Milcoiu",10,2,23
48956,45.704319,24.246441,03-02-2020 04:17,Major,DN7 Pitești-Sibiu,,6,0,0
49038,45.153864,24.375509,03-02-2020 05:36,Major,DN7 Pitești-Sibiu,Bujoreni,10,5,24
49458,45.499898,24.300175,03-02-2020 13:36,Minor,DN7 Pitești-Sibiu,Câinenii Mari,6,0,0
49554,45.61839,24.266398,03-02-2020 15:25,Minor,DN7 Pitești-Sibiu,,10,1,18
52549,44.999761,24.59653,04-02-2020 13:56,Minor,DN7 Pitești-Sibiu,,8,0,4
52593,45.496162,24.304288,04-02-2020 14:34,Minor,DN7 Pitești-Sibiu,Câinenii Mari,10,1,17
52704,45.294545,24.291155,04-02-2020 16:22,Major,DN7 Pitești-Sibiu,,10,24,53
52705,45.342633,24.275839,04-02-2020 16:40,Major,DN7 Pitești-Sibiu,Golotreni,10,12,40
52746,45.251955,24.339473,04-02-2020 17:47,Major,DN7 Pitești-Sibiu,Păușa,10,1,9
52747,45.369581,24.291677,04-02-2020 18:00,Minor,DN7 Pitești-Sibiu,Călinești,10,2,11
52806,45.2,24.376024,04-02-2020 18:48,Major,DN7 Pitești-Sibiu,,10,0,13
53127,45.4183,24.291053,05-02-2020 00:15,Major,DN7 Pitești-Sibiu,,7,0,4
53701,45.136939,24.365942,05-02-2020 12:20,Major,DN7 Pitești-Sibiu,Râmnicu Vâlcea,10,0,24
53758,44.943308,24.701785,05-02-2020 13:30,Minor,DN7 Pitești-Sibiu,Drăganu-Olteni,10,2,38
53829,44.904354,24.730796,05-02-2020 14:22,Major,DN7 Pitești-Sibiu,Prislopu Mare,7,0,1
54548,45.023223,24.516454,06-02-2020 07:20,Major,DN7 Pitești-Sibiu,,6,0,0
54948,45.668387,24.260673,06-02-2020 15:59,Minor,DN7 Pitești-Sibiu,Tălmaciu,8,0,4
55006,45.090063,24.384209,06-02-2020 16:53,Minor,DN7 Pitești-Sibiu,Râmnicu Vâlcea,6,1,0
55289,45.276318,24.308624,06-02-2020 22:50,Minor,DN7 Pitești-Sibiu,,6,0,0
55696,45.307359,24.270603,07-02-2020 10:04,Major,DN7 Pitești-Sibiu,,10,10,19
55775,44.999594,24.603657,07-02-2020 11:36,Minor,DN7 Pitești-Sibiu,Lintești,8,0,5
56362,45.624189,24.263516,07-02-2020 22:37,Major,DN7 Pitești-Sibiu,,10,2,9
57102,45.101544,24.382792,08-02-2020 16:50,Major,DN7 Pitești-Sibiu,Râmnicu Vâlcea,10,1,8
57258,45.702149,24.247304,08-02-2020 19:23,Major,DN7 Pitești-Sibiu,,6,0,1
57894,44.88555,24.792863,09-02-2020 12:16,Minor,DN7 Pitești-Sibiu,Glâmbocu,10,1,16
58395,44.970029,24.672058,09-02-2020 22:09,Minor,DN7 Pitești-Sibiu,,9,0,3
58878,45.077593,24.388518,10-02-2020 11:12,Major,DN7 Pitești-Sibiu,"Racovița, Budești",10,2,25
59497,45.226686,24.340536,10-02-2020 22:40,Minor,DN7 Pitești-Sibiu,Călimănești,6,0,1
59648,45.045346,24.47265,11-02-2020 00:06,Major,DN7 Pitești-Sibiu,Milcoiu,6,0,0
59865,45.09817,24.382116,11-02-2020 08:16,Minor,DN7 Pitești-Sibiu,Râmnicu Vâlcea,6,0,0
59866,45.521216,24.272253,11-02-2020 08:54,Major,DN7 Pitești-Sibiu,Râu Vadului,10,5,31
59962,45.482561,24.291968,11-02-2020 10:22,Minor,DN7 Pitești-Sibiu,,8,0,2
60156,45.31267,24.27278,11-02-2020 13:21,Minor,DN7 Pitești-Sibiu,,10,3,26
60382,44.962052,24.689371,11-02-2020 17:24,Minor,DN7 Pitești-Sibiu,,7,0,2
60839,45.372672,24.294028,12-02-2020 02:05,Major,DN7 Pitești-Sibiu,Călinești,6,0,0
60968,45.054268,24.453256,12-02-2020 07:28,Minor,DN7 Pitești-Sibiu,,10,7,7
61563,45.078263,24.387592,12-02-2020 16:32,Minor,DN7 Pitești-Sibiu,Budești,6,0,1
61807,44.91256,24.721767,12-02-2020 20:22,Minor,DN7 Pitești-Sibiu,Prislopu Mare,10,0,0
63023,45.112639,24.386621,13-02-2020 18:58,Major,DN7 Pitești-Sibiu,Râmnicu Vâlcea,10,7,8
63790,45.690055,24.254933,14-02-2020 08:00,Minor,DN7 Pitești-Sibiu,Tălmaciu II,10,0,6
64084,45.267491,24.318165,14-02-2020 12:01,Major,DN7 Pitești-Sibiu,Căciulata,10,0,31
64169,45.241339,24.340809,14-02-2020 14:27,Major,DN7 Pitești-Sibiu,Călimănești,10,0,5
64519,45.321411,24.284162,14-02-2020 19:52,Minor,DN7 Pitești-Sibiu,,10,1,4
66527,45.520214,24.272893,16-02-2020 11:24,Minor,DN7 Pitești-Sibiu,Râu Vadului,10,5,30
66528,45.138389,24.366154,16-02-2020 11:59,Major,DN7 Pitești-Sibiu,Râmnicu Vâlcea,10,0,25
66793,44.896076,24.835832,16-02-2020 16:01,Major,DN7 Pitești-Sibiu,Bascov,10,4,36
67976,45.182714,24.365356,17-02-2020 14:01,Minor,DN7 Pitești-Sibiu,Gura Văii,10,0,5
68147,45.354179,24.277614,17-02-2020 16:37,Minor,DN7 Pitești-Sibiu,,10,8,34
68228,45.485878,24.296178,17-02-2020 17:51,Minor,DN7 Pitești-Sibiu,,10,0,6
68229,45.575073,24.25149,17-02-2020 18:00,Minor,DN7 Pitești-Sibiu,,6,0,0
69333,45.04392,24.471717,18-02-2020 14:33,Minor,DN7 Pitești-Sibiu,Milcoiu,7,0,1
70401,45.051835,24.467603,19-02-2020 10:53,Major,DN7 Pitești-Sibiu,"Căzănești, Milcoiu",10,5,59
70563,45.013893,24.569606,19-02-2020 12:20,Major,DN7 Pitești-Sibiu,Morărești,10,4,70
71068,44.888559,24.771042,19-02-2020 20:41,Major,DN7 Pitești-Sibiu,Brăileni,8,0,3
71241,45.065614,24.435746,20-02-2020 00:56,Major,DN7 Pitești-Sibiu,Aldești,7,0,1
71732,45.359925,24.294099,20-02-2020 12:05,Major,DN7 Pitești-Sibiu,,10,11,41
72067,44.902299,24.73312,20-02-2020 17:33,Major,DN7 Pitești-Sibiu,Prislopu Mare,10,7,48
72139,45.000228,24.596606,20-02-2020 18:34,Major,DN7 Pitești-Sibiu,,10,2,29
72290,44.987275,24.646368,20-02-2020 20:18,Minor,DN7 Pitești-Sibiu,"Zamfirești, Cotmeana",6,0,1
72331,45.154544,24.375382,20-02-2020 21:05,Minor,DN7 Pitești-Sibiu,Bujoreni,10,4,30
