ID,Latitude,Longitude,Date/Hour,Type,Map,City,Reliability,Number comments,Number thumbs up
51966,44.508398,25.981845,02-02-2020 10:36,Minor,București,Chitila,6,0,1
51964,44.49124,26.008148,02-02-2020 09:18,Minor,București,București,10,0,13
51962,44.35241,26.084621,02-02-2020 02:40,Minor,București,Jilava,8,0,3
51961,44.442583,26.166273,02-02-2020 00:39,Major,București,București,10,2,15
51960,44.413843,26.08616,01-02-2020 22:38,Minor,București,București,10,2,11
51959,44.441409,26.132952,01-02-2020 22:22,Minor,București,București,10,0,16
51958,44.434589,25.986609,01-02-2020 21:07,Major,București,București,9,0,4
51957,44.505964,26.025556,01-02-2020 20:01,Minor,București,București,10,1,7
51956,44.417046,26.057959,01-02-2020 20:06,Minor,București,București,7,0,1
51955,44.433852,25.998089,01-02-2020 20:07,Major,București,București,10,11,77
51952,44.467548,26.150185,01-02-2020 19:04,Minor,București,București,7,0,3
51951,44.463092,26.076563,01-02-2020 18:46,Minor,București,București,6,0,0
51949,44.424747,26.137302,01-02-2020 18:23,Major,București,București,10,0,24
51950,44.443259,26.130192,01-02-2020 18:26,Minor,București,București,9,0,4
51942,44.419183,26.083578,01-02-2020 16:53,Major,București,București,6,0,0
51941,44.408681,26.053816,01-02-2020 16:32,Minor,București,București,9,1,3
51939,44.428139,26.132937,01-02-2020 16:22,Major,București,București,10,2,39
51938,44.40146,26.050293,01-02-2020 16:22,Major,București,București,10,3,36
51935,44.42871,26.155436,01-02-2020 15:37,Major,București,București,9,0,5
51932,44.4029,26.097808,01-02-2020 13:54,Major,București,București,10,0,5
51930,44.49886,26.204005,01-02-2020 13:36,Minor,București,,6,0,1
51929,44.423477,26.043766,01-02-2020 13:40,Major,București,București,10,0,36
51928,44.410823,26.054892,01-02-2020 13:41,Minor,București,București,10,1,52
51927,44.41493,26.153473,01-02-2020 13:14,Major,București,București,10,8,43
51926,44.409076,26.086937,01-02-2020 12:29,Minor,București,București,8,1,3
51924,44.433642,26.024791,01-02-2020 12:27,Minor,București,București,8,0,3
51923,44.396743,26.041234,01-02-2020 12:19,Minor,București,,10,5,43
51922,44.436279,26.101902,01-02-2020 12:13,Minor,București,București,10,1,41
51921,44.440669,26.187577,01-02-2020 12:02,Major,București,București,6,0,1
51920,44.453741,26.074623,01-02-2020 12:12,Minor,București,București,9,0,3
51919,44.476665,26.045496,01-02-2020 11:50,Major,București,București,10,6,107
51916,44.396046,26.222334,01-02-2020 11:02,Minor,București,,10,0,31
51911,44.473981,26.230594,01-02-2020 08:19,Minor,București,,7,0,2
51908,44.506275,26.195324,01-02-2020 06:33,Minor,București,,10,3,31
51906,44.50773,26.082035,01-02-2020 04:58,Minor,București,București,10,0,12
51905,44.453044,26.107146,01-02-2020 04:56,Minor,București,București,6,0,1
