ID,Latitude,Longitude,Date/Hour,Type,Map,City,Reliability,Number comments,Number thumbs up
62060,46.745557,23.496408,12-02-2020 21:00,Minor,Cluj,Florești,8,0,3
62059,46.786379,23.572427,12-02-2020 18:57,Minor,Cluj,Cluj-Napoca,8,0,4
62058,46.768606,23.584713,12-02-2020 16:43,Major,Cluj,Cluj-Napoca,10,0,11
62057,46.760228,23.598034,12-02-2020 14:34,Minor,Cluj,Cluj-Napoca,10,1,11
62056,46.7963,23.619489,12-02-2020 06:52,Minor,Cluj,Cluj-Napoca,6,0,0
62957,46.760222,23.543805,13-02-2020 18:04,Major,Cluj,Cluj-Napoca,10,0,7
63026,46.769947,23.574159,13-02-2020 18:16,Minor,Cluj,Cluj-Napoca,10,0,13
63794,46.761914,23.613763,14-02-2020 08:16,Minor,Cluj,Cluj-Napoca,6,1,0
63917,46.766131,23.585321,14-02-2020 10:19,Minor,Cluj,Cluj-Napoca,6,0,0
63918,46.795725,23.622956,14-02-2020 10:48,Minor,Cluj,Cluj-Napoca,7,0,2
64086,46.766766,23.593314,14-02-2020 12:54,Minor,Cluj,Cluj-Napoca,10,4,12
64129,46.772017,23.585007,14-02-2020 13:43,Minor,Cluj,Cluj-Napoca,9,0,3
64297,46.755531,23.560634,14-02-2020 16:34,Minor,Cluj,Cluj-Napoca,6,0,0
64433,46.763959,23.563639,14-02-2020 18:20,Major,Cluj,Cluj-Napoca,10,0,9
65068,46.784095,23.660167,15-02-2020 04:09,Major,Cluj,Cluj-Napoca,6,0,0
65488,46.744365,23.486191,15-02-2020 15:03,Minor,Cluj,Florești,6,0,1
65554,46.781793,23.638027,15-02-2020 15:38,Minor,Cluj,Cluj-Napoca,6,0,1
66486,46.770461,23.562859,16-02-2020 10:17,Minor,Cluj,Cluj-Napoca,6,0,1
66964,46.744973,23.572207,16-02-2020 19:59,Minor,Cluj,Cluj-Napoca,6,0,1
66965,46.744129,23.465341,16-02-2020 19:58,Minor,Cluj,Florești,8,1,2
67709,46.782151,23.561251,17-02-2020 09:40,Minor,Cluj,Cluj-Napoca,6,0,0
67895,46.758815,23.551261,17-02-2020 12:09,Minor,Cluj,Cluj-Napoca,7,0,1
67936,46.765971,23.578977,17-02-2020 13:22,Major,Cluj,Cluj-Napoca,10,4,6
68075,46.767213,23.581979,17-02-2020 15:23,Minor,Cluj,Cluj-Napoca,8,0,3
68154,46.754527,23.532946,17-02-2020 16:25,Minor,Cluj,,10,0,10
68437,46.764194,23.518088,17-02-2020 19:12,Minor,Cluj,,8,0,3
69112,46.693607,23.625988,18-02-2020 11:17,Major,Cluj,,10,2,15
69113,46.700514,23.616174,18-02-2020 11:25,Major,Cluj,Feleacu,10,3,30
69336,46.745203,23.493867,18-02-2020 14:48,Minor,Cluj,Florești,9,1,4
69691,46.770165,23.594768,18-02-2020 19:20,Minor,Cluj,Cluj-Napoca,7,0,1
70167,46.751564,23.595033,19-02-2020 06:59,Major,Cluj,Cluj-Napoca,10,0,15
70168,46.797962,23.718309,19-02-2020 06:48,Major,Cluj,,7,1,1
70333,46.728344,23.586513,19-02-2020 09:09,Minor,Cluj,Cluj-Napoca,8,0,3
71004,46.782848,23.625693,19-02-2020 19:09,Minor,Cluj,Cluj-Napoca,6,0,1
71447,46.758959,23.551849,20-02-2020 07:51,Major,Cluj,Cluj-Napoca,10,0,5
71734,46.755005,23.596263,20-02-2020 12:08,Minor,Cluj,Cluj-Napoca,6,0,0
71790,46.788355,23.731062,20-02-2020 14:01,Minor,Cluj,Sânnicoară,7,0,2
71946,46.762724,23.558969,20-02-2020 15:52,Minor,Cluj,Cluj-Napoca,8,0,2
72078,46.775949,23.589692,20-02-2020 17:58,Major,Cluj,Cluj-Napoca,10,1,21
72079,46.783898,23.586052,20-02-2020 17:56,Minor,Cluj,Cluj-Napoca,9,1,4
72212,46.766776,23.566738,20-02-2020 19:21,Minor,Cluj,Cluj-Napoca,6,0,0
72213,46.794373,23.659105,20-02-2020 19:37,Minor,Cluj,Cluj-Napoca,6,0,1
72681,46.782645,23.640843,21-02-2020 07:03,Major,Cluj,Cluj-Napoca,6,0,1
72770,46.764489,23.564227,21-02-2020 07:42,Minor,Cluj,Cluj-Napoca,10,0,11
72879,46.777358,23.617997,21-02-2020 09:18,Minor,Cluj,Cluj-Napoca,8,0,2
73071,46.767878,23.585569,21-02-2020 12:34,Minor,Cluj,Cluj-Napoca,9,0,3
